,Mean,DFM [A],DFM [B],singleESN [A],singleESN [B],multiESN [A],multiESN [B]
16,-0.0007585032460828379,-0.0027433295554170995,0.002857897451304301,-0.000818223977804863,-0.0005477194896261108,-0.0009538245575329285,-0.0017226092588020995
17,0.002839215678558861,0.002070763392562,0.0124604190950489,0.002834652523746325,0.003166472125838946,0.0026003989617737044,0.002431465875903105
18,0.005640154246691061,0.0045210061967325,0.0168462151752642,0.005322232874921722,0.005303077026744328,0.004905442801096789,0.003605916841782266
19,0.006289678704518661,0.0066778349622239,0.0098758043985926,0.006123953965994577,0.005648760949926043,0.005855637330598688,0.0056704903699241254
20,-0.0012530023656869395,2.6258064779998563e-06,-0.0029172390845177004,-0.0012892042259920978,-0.0009562554351464211,-0.0014667749139990246,-0.0020005334980765276
21,0.005994574913044161,0.008736828462208199,0.0029420485208551993,0.005821143925584878,0.006426623165847269,0.005538172521350587,0.005275019308766343
22,-0.0004979061559908385,0.0012678065277239997,-0.0040749131296972,-0.000610129965114079,-0.00027832326450500516,-0.000700303950653419,-0.0011912222877657752
23,0.00030091553542596107,0.003296997334914499,-0.0023322610743966004,0.00020626307846791092,0.00033509306954813533,0.00026315840718216504,-0.0002215554491408001
24,0.010894697149742262,0.0149614641006107,0.0097488127714197,0.010907883344998858,0.012072031870688268,0.010760076753454192,0.01078122235167303
25,-0.005372082227336038,-0.001625583055382799,-0.0060655660044733,-0.005394676912222195,-0.003707659578627103,-0.00510215356067203,-0.004634103530866839
26,-0.004194825504355139,-6.013536370900151e-05,-0.004465212722142601,-0.004196868485557967,-0.0032638944190104442,-0.004172448781923623,-0.0039835692952452754
27,0.0029075722589620616,0.005880383590998401,0.0022862895346456007,0.0026977284802114304,0.0035379096501835273,0.002671921586486781,0.0029882787087337137
28,-0.000712783954640338,0.0019074733022287002,-0.001090815159004799,-0.0007703860636419828,0.0001364257399941362,-0.0009223916859297078,-0.0006288811031451179
29,0.0016041976106904617,0.0039658734408034,0.0011582731203123005,0.0015920830057412159,0.002178091913507453,0.001255102080236355,0.0009892375976361684
30,0.004158947124812261,0.007322574494167601,0.0044220774996282,0.004244446478127212,0.004526053664613816,0.003903662235970587,0.0038949096811794442
31,0.005926181317656161,0.0085883435404155,0.006703338627124501,0.005905958923449925,0.006591041190018467,0.005553741839554595,0.005297903624762805
32,0.0015129466859593616,0.0053109182492677995,0.002928988369629601,0.0016890240215985518,0.003204402959041325,0.0014667467237334626,0.001984688183988036
33,0.004368131287390661,0.0064249071058993,0.0047686096591201994,0.004373767881152523,0.004262307103785685,0.004080578035731839,0.0036862873254552256
34,0.0013942977152932613,0.0020816650080233,4.663798066740013e-05,0.0012976697363809376,0.0014057730223129474,0.0013768991461518372,0.001697601906610685
35,0.0024308728217295617,0.0028764775401473,-0.0011301742272180997,0.0022538070352514893,0.002330699266107329,0.0023363367682164016,0.0024350593398059974
36,0.0026792472142598616,0.0034948236178324998,-0.0008096849586555995,0.002691056597062265,0.0036329506171907232,0.0029926227222272167,0.0035849352106643202
37,0.001805416985991161,0.002619114897531299,-0.0021960897758524006,0.0017445346527135645,0.001798005228140242,0.0017204335093685503,0.0015603701844984783
38,0.00022169221288726153,0.0006094219922915005,-0.0046960653322703,0.0002217143190942324,4.121969089451293e-05,9.442533392278914e-05,-0.0002974874239866582
39,-0.001972599464265639,-0.0013281601669787,-0.006760965080267901,-0.0020111611881886192,-0.002379301648961496,-0.0023575280906611333,-0.0022050008845984938
40,-0.0002121335853008388,-0.00021389808146989996,-0.0048320622075337,-0.0002552704380366167,-0.00026603662271573996,-0.00025796733491833135,9.814423128928166e-05
41,-0.000917074219371739,-0.0032815781629685,-0.004050526118024701,-0.0010253825932860887,-0.001292602814720982,-0.0007428818205356524,-0.000963459048317389
42,0.0025795077423693613,-0.0005167941170534998,-0.0017921845884492,0.00222194583683978,0.0014192107594515144,0.002534698786983383,0.002470610553707067
43,0.005158524165879861,0.0033193160796198004,0.0015708333482317002,0.004879457533877812,0.0037916795604128594,0.004868753496203304,0.004208670257338408
44,0.0014273504713222616,-0.004051919015558099,-0.0028154146424209997,0.0010165635729184677,-0.0005297722117950749,0.0008305839202240621,-0.0007918350298759787
45,-0.0005105162219458384,-0.0031483013650696993,-0.0052801987594674,-0.0006719993685377693,-0.001530083252736041,-0.0007967644271217175,-0.0008579309282425104
46,0.0005558572921038609,-0.0013736281296460005,-0.0060556151649404,0.00023269279529150588,-0.0011248212691215807,-0.00026021544265523826,-0.0005813013815496194
47,0.002707448759003761,-0.00021767527791040006,-0.002807065164279,0.002459527421123065,0.0008895589902869899,0.001963808389099644,0.001314869513219484
