,Mean,AR(1),MIDAS,DFM [A],DFM [B],singleESN [A],singleESN [B],multiESN [A],multiESN [B]
29,0.0016041976106904617,0.0017548854873153568,0.0003279168146231989,-9.05059500216996e-05,0.0008971885993703001,0.0005789938614511889,0.0004094846188655967,0.001138127469634772,0.00042874416629276515
30,0.004158947124812261,0.0036431811352730316,0.004417834967877163,0.00407897390144,0.0043805918055388,0.0034481442694574422,0.0036811071512866133,0.0036436646583559167,0.003952641925019229
31,0.005926181317656161,0.004675570167394082,0.005496551301382203,0.0061793573184227,0.0066050384403006,0.005265597231470456,0.005108993284472995,0.005050711758726973,0.005321103026189673
32,0.0015129466859593616,-0.0002459896395486001,0.0014047560897838636,0.0023607141346922997,0.0022744080862436003,0.0015113668041988482,0.0013184401192956954,0.0013650583293740217,0.0013641079880845576
33,0.004368131287390661,0.003878612607060993,0.00444773269931191,0.0047276573189447,0.0042267188700291,0.003344789475502263,0.003774052574116888,0.003579965828584454,0.0038332659649862144
34,0.0013942977152932613,8.351707729044571e-05,0.0028571099551785934,0.0010608394668054997,0.0015289562867507002,0.0013463300323780505,0.0011440567272099269,0.0014893578683282125,0.0014208941339036813
35,0.0024308728217295617,0.0019754821924815287,0.0011432768241326115,0.002447740199386101,0.0026451945705672003,0.0016769407735574273,0.0019188051189441679,0.0020385890431671005,0.002186991728408358
36,0.0026792472142598616,0.001925697334376906,0.0017726455593470546,0.003723677795397,0.004021440330052301,0.0024615449575698736,0.002572364615733928,0.002995191765166972,0.0026152105269825338
37,0.001805416985991161,0.000980424986483766,-0.0006703404356147302,0.0019564114055438,0.0021621701531352993,0.0006219196751389225,0.0013119524695395807,0.0012100026258117227,0.0013951769889116025
38,0.00022169221288726153,-0.00035195228230038705,-0.0019610294692644532,-0.0003705986272476,-0.00033710619836840004,-0.0007681999719911445,-0.00017157534103726373,-0.0002113044515998832,6.410508698135794e-07
39,-0.001972599464265639,-0.0020907032189621984,-0.002237616490360023,-0.0037269144719352006,-0.003707253081018101,-0.003251620276394639,-0.002923717403996145,-0.0022779311262352856,-0.002966266274742407
40,-0.0002121335853008388,0.00030092615030060266,-0.0010171940380776573,-0.0010647506230116004,-0.001111654967444,-0.001023115558094828,-0.00035915628813276007,-0.00033760711649758173,-0.0006433743065493895
41,-0.000917074219371739,-0.0009103928291321461,-0.0034476061138908453,0.00021778053792810038,0.0007183332634118998,-0.0011798555138898678,-0.0009846481711920192,-0.0011048009650700763,-0.0010406535479018843
42,0.0025795077423693613,0.002788957431685026,0.00028348324871294364,0.003662611925282,0.0040024806157219,0.0017893234189155652,0.00232497769164811,0.0023315222483851266,0.0023353055993133535
43,0.005158524165879861,0.004362221111353822,1.284423431110928e-05,0.0048671243570415,0.0050763477046598,0.003595017669758097,0.004385417521386333,0.0041300567382003715,0.004183868510533863
44,0.0014273504713222616,-0.0001107778493465196,-0.005388068188828217,0.0006447683920363005,0.0018768532588728003,-0.00011869021399193904,0.00043206214447569745,0.00011938262375561781,0.00028952648356073314
45,-0.0005105162219458384,-0.0009754141072603481,-0.002180240909188085,-0.0026306573182706995,-0.0020676949420835,-0.0016867253230214612,-0.001453182422331111,-0.0009145546484313457,-0.001432036655924787
46,0.0005558572921038609,0.000648365114786352,-0.0008251271045774337,-0.0022214747798285006,-0.0020423492006537,-0.0006277017488730743,-0.0002785711987029066,-0.00018531817911380914,-0.00019549159529726277
47,0.002707448759003761,0.0024932261519549394,0.0009285776683913699,-0.0005976532978698998,-0.0003874825700965999,0.0014020927046249267,0.0017790525999634476,0.0015672238824097186,0.0020796434139010245
