,Mean,MIDAS [RW],DFM [A],DFM [B],singleESN [A] [RW],singleESN [B] [RW],multiESN [A] [RW],multiESN [B] [RW]
38,-0.002119744180398806,-0.001234029351594488,-0.0006120200635931,0.0004981417739113002,-0.0014490544632641987,-0.0008802895279520166,-0.0014256424016457197,-0.0010166606509409391
39,-0.0043970601660371835,-0.005624706285749716,-0.0019649854950882003,-0.0013252895857208003,-0.005264448220594119,-0.0066642382642593985,-0.007140757005351958,-0.004091322019436687
40,-0.002732903421416356,-0.002929608050486288,-0.0009080651376281003,0.0005602945673082007,-0.002585593441442785,-0.0015767161900342398,-0.0015551297683936696,-0.0019572385702587613
41,-0.00338281986692034,-0.0029272102164981948,-0.005799053125335501,-0.0046104304732231,-0.003920698848181909,-0.002820404510532109,-0.004110211509648886,-0.0036820603243179154
42,-2.1481759659177854e-05,-0.002889795614940528,0.0011636909871328002,0.0027625532182222,-0.0004386486254279688,0.00024145080236638236,0.0001929761889911839,0.00018583962637447674
43,0.002610461122024825,0.0029591708557217336,0.0043842744647399,0.0053891707104816,0.0013063016205601538,0.0026536749916650972,0.002139713805709322,0.002408890603901947
44,-0.0011720610655991288,-0.002960488198410935,-0.0058092245922949,-0.0066531445283304,-0.0028580279778705666,-0.0028539404257604253,-0.004233182516165586,-0.00233066626420206
45,-0.0029820446545250935,-0.004035659756988286,-0.0024667894964427,-0.0032430127706995,-0.00281127649150134,-0.002640926162954073,-0.001687960872649395,-0.0024743733785237247
46,-0.001892014094717463,-0.002460035973972525,0.00011791714542019969,-0.0012229095563172,-0.0010091941385165235,-0.001003745200065069,-0.0005909899530972609,-0.0005208198401120238
47,0.0004101763289774815,0.0001415434201644146,0.0027284673890708997,0.0010843696759131995,0.00010628504856155779,-0.0003602331794170018,1.6540828986416622e-05,0.001270337615879068
